Month,CITY,STORE,STATUS,Zone,ORDER COUNT,CART SALES,DISCOUNT,NET REVENUE,IDEAL FOOD COST,GROSS MARGIN,EBITDA,VARIANCE,Revenue Cohort,CM Cohort,EBITDA Category,EBITDA Cohort,CM,GM%,CM%,Variance %,Revenue Band,Variance Bucket
Dec-2023,Hyderabad,Hodges Inc,Inactive,South,9014,2742260.94,586330.33,2259892.52,996149.67,1114589.13,-159962.25,19389.47,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,More than 20%,528258.7999999999,49.32044865567323,23.375394861698993,0.8579819539382342,INR 15 to 25 lacs,Var < 2%
Jan-2024,Hyderabad,Hodges Inc,Inactive,South,13915,6379567.46,1436530.65,5011775.85,1941358.55,2922719.53,1712417.09,27666.38,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,More than 20%,1486188.88,58.317044047370956,29.653937535933494,0.5520274814365451,Above INR 45 lacs,Var < 2%
Feb-2024,Hyderabad,Hodges Inc,Inactive,South,7935,3392432.07,836000.45,2728135.62,945168.79,1723101.89,427405.35,12658.89,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,887101.44,63.16041905570662,32.51676469075243,0.46401248923248173,INR 25 to 35 lacs,Var < 2%
Mar-2024,Hyderabad,Hodges Inc,Inactive,South,13124,6025028.42,1752763.08,4317093.15,1723012.58,2512788.47,1214416.18,22242.32,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,760025.3900000001,58.20556524243634,17.605026428489275,0.5152151975224347,INR 35 to 45 lacs,Var < 2%
Oct-2023,Bangalore,"Franco, Rangel and Mooney",Active,West,9055,4120705.7,683656.56,3542187.97,1415051.1,1987534.74,666611.47,12923.13,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,1303878.18,56.110368981914874,36.809965790720014,0.3648346758966605,INR 35 to 45 lacs,Var < 2%
Nov-2023,Bangalore,"Franco, Rangel and Mooney",Active,West,8002,2872510.32,769305.49,2200947.33,930126.66,1170595.56,-96699.59,19554.03,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,401290.07000000007,53.18598696316826,18.232606683959133,0.8884369804524126,INR 15 to 25 lacs,Var < 2%
Dec-2023,Bangalore,"Franco, Rangel and Mooney",Active,West,11848,3733061.33,969215.32,2876612.17,1146181.99,1672167.1,222499.46,19162.55,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,702951.7800000001,58.12973738479317,24.436793646743148,0.666149931500846,INR 25 to 35 lacs,Var < 2%
Jan-2024,Bangalore,"Franco, Rangel and Mooney",Active,West,13371,5805409.18,1538476.85,4355618.93,1630781.19,2673501.47,1200524.42,21616.8,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,1135024.62,61.38051819882233,26.058859561435515,0.49629686038672804,INR 35 to 45 lacs,Var < 2%
Feb-2024,Bangalore,"Franco, Rangel and Mooney",Active,West,11526,4467262.26,1001852.09,3575524.19,1305803.51,2186098.2,869609.98,10537.66,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1184246.1100000003,61.140635158169644,33.12090890930318,0.29471650700816543,INR 35 to 45 lacs,Var < 2%
Mar-2024,Bangalore,"Franco, Rangel and Mooney",Active,West,14019,5384399.47,821341.28,4608615.19,1518800.44,2994582.94,1453699.67,11069.57,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,2173241.66,64.97793407654848,47.15606685313208,0.2401929764936612,Above INR 45 lacs,Var < 2%
Oct-2023,Pune,Watson Group,Active,North,10386,4459890.36,1036986.24,3517432.26,1247472.98,2193374.75,711217.46,10167.42,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,1156388.51,62.35727052779121,32.87592836258345,0.2890580187036779,INR 35 to 45 lacs,Var < 2%
Nov-2023,Pune,Watson Group,Active,North,14588,4728180.22,729119.76,4064357.67,1260986.01,2735135.01,1374485.86,25404.13,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,2006015.2499999998,67.29562779842651,49.35626765348139,0.6250466140692781,INR 35 to 45 lacs,Var < 2%
Dec-2023,Pune,Watson Group,Active,North,9551,3880523.45,1026325.48,2956007.27,1069999.68,1765721.08,533020.6,20486.97,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,739395.6000000001,59.73331317280556,25.013321432054532,0.6930622332332762,INR 25 to 35 lacs,Var < 2%
Jan-2024,Pune,Watson Group,Active,North,8522,2573088.98,451406.73,2245052.34,839737.12,1279337.04,64360.29,10966.98,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,827930.31,56.984731144397294,36.877995904540924,0.4884955154319475,INR 15 to 25 lacs,Var < 2%
Feb-2024,Pune,Watson Group,Active,North,11247,4591607.28,1139771.84,3530004.52,1209040.33,2208225.02,891914.88,26781.13,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1068453.18,62.55586947520396,30.267756710974407,0.7586712665172451,INR 35 to 45 lacs,Var < 2%
Mar-2024,Pune,Watson Group,Active,North,10895,3794167.7,1022936.53,2856605.7,874699.75,1916983.3,467224.48,16869.78,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,0% to 10%,894046.77,67.10703195754317,31.297521040443204,0.5905533269782385,INR 25 to 35 lacs,Var < 2%
Oct-2023,Bangalore,Thompson-Weiss,Active,North,13875,4483015.51,912843.02,3635796.62,1645994.73,1907988.9,617987.89,28767.68,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,995145.8799999999,52.477877599215105,27.3707796119795,0.791234576811945,INR 35 to 45 lacs,Var < 2%
Nov-2023,Bangalore,Thompson-Weiss,Active,North,9327,4300656.85,1081966.53,3323698.25,1357221.17,1872256.8,455157.22,19357.67,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,790290.27,56.33052880176472,23.77743737717466,0.582413581016267,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,Thompson-Weiss,Active,North,11797,3965793.02,691846.44,3397008.08,1439211.8,1880176.85,501018.13,15882.15,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1188330.4100000001,55.348024076527956,34.98167746483547,0.46753347728275046,INR 25 to 35 lacs,Var < 2%
Jan-2024,Bangalore,Thompson-Weiss,Active,North,11457,5443886.65,1457409.18,4047311.25,1667643.17,2264425.82,916997.31,24331.62,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,More than 20%,807016.6399999999,55.94889249004509,19.939574452051346,0.6011798573682713,INR 35 to 45 lacs,Var < 2%
Feb-2024,Bangalore,Thompson-Weiss,Active,North,10130,3746520.84,928261.21,2896232.56,1196724.25,1626173.28,323768.17,23606.13,INR 20 to 30 lacs,More than 30%,EBITDA +ve,0% to 10%,697912.0700000001,56.14788337301201,24.097238586393075,0.8150633456037109,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,Thompson-Weiss,Active,North,10667,3840625.95,900641.12,3070472.67,1248307.48,1725193.37,260040.39,24845.84,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,824552.2500000001,56.18657305945016,26.854244887318934,0.8091861635101283,INR 25 to 35 lacs,Var < 2%
Oct-2023,Pune,"Colon, Henderson and May",Inactive,North,14527,6697094.6,1392266.58,5415238.77,2423161.65,2878925.26,1531837.43,27748.01,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,1486658.6799999997,53.16340391025823,27.45324339595094,0.5124060300668885,Above INR 45 lacs,Var < 2%
Nov-2023,Pune,"Colon, Henderson and May",Inactive,North,12486,4242020.02,994039.99,3388528.08,1416441.32,1881677.49,594041.35,12599.93,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,887637.5,55.5308218074439,26.195370941119663,0.37184080233444605,INR 25 to 35 lacs,Var < 2%
Dec-2023,Pune,"Colon, Henderson and May",Inactive,North,8859,4046052.37,676540.43,3417167.47,1483227.78,1815191.28,566210.04,26044.38,INR 20 to 30 lacs,More than 30%,EBITDA -ve,0% to 10%,1138650.85,53.119763544980714,33.32148219238433,0.7621628213615178,INR 25 to 35 lacs,Var < 2%
Jan-2024,Pune,"Colon, Henderson and May",Inactive,North,7741,3533151.87,1054792.48,2597611.45,981641.89,1491722.1,132882.73,17625.23,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,436929.6200000001,57.426683270894884,16.8204378680268,0.6785167966517855,INR 25 to 35 lacs,Var < 2%
Feb-2024,Pune,"Colon, Henderson and May",Inactive,North,11538,4000167.23,938303.49,3198265.49,1071416.07,2032972.44,638329.68,18854.73,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,1094668.95,63.56484307999083,34.22695687467772,0.5895298579480966,INR 25 to 35 lacs,Var < 2%
Mar-2024,Pune,"Colon, Henderson and May",Inactive,North,8307,2494131.88,650177.6,1910415.03,583280.02,1216857.46,-223039.12,23539.95,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,566679.86,63.69597395807758,29.662657124300367,1.2321903686027849,INR 15 to 25 lacs,Var < 2%
Oct-2023,Bangalore,"Boyd, Walker and Smith",Active,East,9843,3416984.98,633332.27,2881942.83,906299.09,1890996.29,522232.91,12536.63,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,1257664.02,65.61532971145024,43.63945068264938,0.4350062003138348,INR 25 to 35 lacs,Var < 2%
Nov-2023,Bangalore,"Boyd, Walker and Smith",Active,East,11201,4651687.45,1327501.72,3409598.0,1145219.71,2152657.2,901847.81,29519.19,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,825155.4800000002,63.13522004646883,24.20096093439755,0.8657674599762201,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,"Boyd, Walker and Smith",Active,East,12672,5954076.77,1111405.44,4913171.96,1898609.44,2884336.83,1518791.59,17275.4,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,1772931.3900000001,58.70620555279731,36.08527046140677,0.3516139907303387,Above INR 45 lacs,Var < 2%
Jan-2024,Bangalore,"Boyd, Walker and Smith",Active,East,14927,7119955.52,1792157.4,5456128.34,1681009.2,3675469.53,2202767.43,10150.81,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,1883312.13,67.36405929190441,34.51737225814597,0.18604419411439285,Above INR 45 lacs,Var < 2%
Feb-2024,Bangalore,"Boyd, Walker and Smith",Active,East,7343,3617359.18,962487.26,2771630.07,990539.0,1668634.37,318964.47,29642.23,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,706147.1100000001,60.20407947154362,25.47768252492657,1.0694872422133883,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,"Boyd, Walker and Smith",Active,East,13581,4819419.63,856725.71,4068899.0,1833668.34,2131023.93,887490.88,18134.48,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,1274298.2200000002,52.37347818168993,31.31801059696985,0.4456851841247472,INR 35 to 45 lacs,Var < 2%
Oct-2023,Hyderabad,"Osborne, Short and Stewart",Active,South,11278,5327140.52,1203147.58,4200843.47,1337210.41,2813580.28,1473913.24,15575.34,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,1610432.6999999997,66.97655602006995,38.33593685412896,0.37076696885351934,INR 35 to 45 lacs,Var < 2%
Nov-2023,Hyderabad,"Osborne, Short and Stewart",Active,South,9852,3804368.6,639051.75,3255986.19,1247214.19,1899858.07,538528.84,16237.76,More than 40 lacs,10% to 20%,EBITDA -ve,10% to 20%,1260806.32,58.349696808757045,38.72271706410401,0.49870481790956245,INR 25 to 35 lacs,Var < 2%
Dec-2023,Hyderabad,"Osborne, Short and Stewart",Active,South,10101,4501782.23,1292875.92,3325460.78,1203548.74,2049914.74,674220.25,18713.43,INR 20 to 30 lacs,More than 30%,EBITDA -ve,More than 20%,757038.8200000001,61.64302860910602,22.764930037755555,0.5627319411657593,INR 25 to 35 lacs,Var < 2%
Jan-2024,Hyderabad,"Osborne, Short and Stewart",Active,South,7950,3096034.22,603391.76,2544586.52,1228082.58,1210366.41,-182860.59,29745.74,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,10% to 20%,606974.6499999999,47.5663295583284,23.853566983448452,1.1689812771624681,INR 25 to 35 lacs,Var < 2%
Feb-2024,Hyderabad,"Osborne, Short and Stewart",Active,South,9481,4634189.3,959420.34,3805916.62,1109192.53,2599028.05,1343693.9,26835.76,More than 40 lacs,0% to 10%,EBITDA +ve,More than 20%,1639607.71,68.28914843646784,43.080494758710714,0.7051063562185973,INR 35 to 45 lacs,Var < 2%
Mar-2024,Hyderabad,"Osborne, Short and Stewart",Active,South,14656,4938156.39,1329899.44,3648346.35,1315115.68,2223103.67,890708.72,27990.51,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,0% to 10%,893204.23,60.934556556013376,24.482440654243256,0.7672108762371204,INR 35 to 45 lacs,Var < 2%
Oct-2023,Bangalore,Davis-Olson,Inactive,West,13967,6258245.0,1543759.23,4810008.95,1740525.98,3008090.46,1504779.65,16377.33,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1464331.23,62.538146836504325,30.443420068896128,0.3404843976433765,Above INR 45 lacs,Var < 2%
Nov-2023,Bangalore,Davis-Olson,Inactive,West,8375,4010734.7,664183.93,3428514.62,1399030.8,1927676.3,584476.64,21570.2,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,0% to 10%,1263492.37,56.22482368180772,36.852471406407474,0.6291412576796886,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,Davis-Olson,Inactive,West,11323,3501332.0,631865.21,2925973.64,891686.71,1894721.65,613263.62,17903.85,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,1262856.44,64.7552535709105,43.16021247546167,0.6118937558166108,INR 25 to 35 lacs,Var < 2%
Jan-2024,Bangalore,Davis-Olson,Inactive,West,11879,5427416.48,925042.18,4576982.13,1804858.7,2644913.2,1357744.82,23147.82,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1719871.02,57.78727390399491,37.57652905671275,0.5057441637859311,Above INR 45 lacs,Var < 2%
Feb-2024,Bangalore,Davis-Olson,Inactive,West,7856,3410059.61,828978.7,2677138.58,906163.8,1664233.36,143403.06,15882.78,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,835254.6600000001,62.16463250848972,31.199530208854565,0.593274480396902,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,Davis-Olson,Inactive,West,11719,3591930.91,783751.88,2859955.5,1101111.65,1661965.27,412715.65,25806.62,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,More than 20%,878213.39,58.11157795986686,30.707239675582365,0.9023434105880319,INR 25 to 35 lacs,Var < 2%
Oct-2023,Mumbai,Williams Ltd,Inactive,South,8906,2784536.52,685216.72,2234107.62,760713.91,1407557.59,33400.74,11760.59,More than 40 lacs,More than 30%,EBITDA +ve,10% to 20%,722340.8700000001,63.00312381549462,32.332411542466346,0.5264110777259692,INR 15 to 25 lacs,Var < 2%
Nov-2023,Mumbai,Williams Ltd,Inactive,South,9657,4706276.56,1268102.97,3509221.02,1454727.09,1948446.36,631381.3,26850.33,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,680343.3900000001,55.52361475368115,19.387305220233753,0.7651364746470144,INR 35 to 45 lacs,Var < 2%
Dec-2023,Mumbai,Williams Ltd,Inactive,South,11321,5321433.26,1505847.13,3887003.11,1335230.06,2485092.17,1130880.22,29146.11,INR 30 to 40 lacs,More than 30%,EBITDA -ve,More than 20%,979245.04,63.93337230954776,25.19280310017555,0.7498350059205381,INR 35 to 45 lacs,Var < 2%
Jan-2024,Mumbai,Williams Ltd,Inactive,South,13640,6417108.77,1200659.95,5282952.74,1757645.13,3427137.76,2114240.8,24303.37,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,2226477.8099999996,64.87163388858936,42.14457178732967,0.46003383327635067,Above INR 45 lacs,Var < 2%
Feb-2024,Mumbai,Williams Ltd,Inactive,South,11786,4950420.18,822294.41,4189360.75,1925755.06,2163676.8,692003.51,27499.57,More than 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,1341382.3899999997,51.64694398781484,32.0187844887791,0.6564144660972441,INR 35 to 45 lacs,Var < 2%
Mar-2024,Mumbai,Williams Ltd,Inactive,South,9695,3821831.33,868886.18,3043177.4,1246770.32,1737306.57,464379.97,15701.3,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,More than 20%,868420.39,57.08857360730926,28.536633782835008,0.5159508610966945,INR 25 to 35 lacs,Var < 2%
Oct-2023,Ahmedabad,"Baker, Baker and Horn",Active,East,7804,3291792.25,679017.46,2702309.68,1106467.19,1494898.38,134829.84,28662.03,More than 40 lacs,More than 30%,EBITDA -ve,0% to 10%,815880.9199999999,55.319284501841395,30.191984510080278,1.0606493479311372,INR 25 to 35 lacs,Var < 2%
Nov-2023,Ahmedabad,"Baker, Baker and Horn",Active,East,9312,4090222.35,890226.42,3291135.44,1509198.59,1647719.01,146327.37,22784.47,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,757492.59,50.06536619471365,23.01614758218519,0.6922981571369181,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,"Baker, Baker and Horn",Active,East,14904,6963466.66,1395447.29,5633702.42,2384590.6,3113041.5,1709729.19,29120.22,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,1717594.21,55.257471338005104,30.487840534537852,0.5168931162679339,Above INR 45 lacs,Var < 2%
Jan-2024,Ahmedabad,"Baker, Baker and Horn",Active,East,12562,6224875.56,1274800.17,5012229.98,1900885.98,2999535.35,1595597.47,27085.34,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,1724735.1800000002,59.84432801305737,34.410535567643684,0.5403850204016377,Above INR 45 lacs,Var < 2%
Feb-2024,Ahmedabad,"Baker, Baker and Horn",Active,East,9914,4677672.51,925967.52,3852377.9,1266067.04,2460617.79,1158526.49,12811.9,More than 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,1534650.27,63.872700287269325,39.83644153913353,0.332571215300555,INR 35 to 45 lacs,Var < 2%
Mar-2024,Ahmedabad,"Baker, Baker and Horn",Active,East,7470,2294589.76,383172.32,1994697.59,700437.13,1223296.29,-275220.23,18390.3,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,840123.97,61.32740602549182,42.117861585224055,0.9219593031142128,INR 15 to 25 lacs,Var < 2%
Oct-2023,Bangalore,Cain-Gonzalez,Active,South,9313,4066160.22,846742.88,3273811.9,1178077.35,1973987.07,707672.11,11238.41,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1127244.19,60.29628855585747,34.4321611757841,0.3432820926577975,INR 25 to 35 lacs,Var < 2%
Nov-2023,Bangalore,Cain-Gonzalez,Active,South,14688,6550826.06,1302649.82,5373026.59,1710127.27,3525665.36,2186735.42,10919.99,More than 40 lacs,10% to 20%,EBITDA -ve,0% to 10%,2223015.54,65.61786547942619,41.373618811739405,0.2032372223938687,Above INR 45 lacs,Var < 2%
Dec-2023,Bangalore,Cain-Gonzalez,Active,South,11005,4837422.13,1170839.79,3798498.68,1289424.31,2458931.49,1219341.57,24896.75,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,1288091.7000000002,64.73429892043558,33.910547521896206,0.6554365842243757,INR 35 to 45 lacs,Var < 2%
Jan-2024,Bangalore,Cain-Gonzalez,Active,South,9147,4543195.08,800345.56,3840069.9,1206591.27,2581774.94,1278928.01,14202.4,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1781429.38,67.23249855425809,46.390545651265356,0.3698474342875894,INR 35 to 45 lacs,Var < 2%
Feb-2024,Bangalore,Cain-Gonzalez,Active,South,10274,3146786.08,642020.14,2630980.08,772156.09,1755003.56,260516.63,26847.7,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1112983.42,66.70531538193934,42.30299683606878,1.0204448222200146,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,Cain-Gonzalez,Active,South,7385,3105860.99,643448.77,2548548.68,1041004.98,1440436.26,272163.44,24649.97,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,796987.49,56.519864474395675,31.272209797460093,0.9672159764278074,INR 25 to 35 lacs,Var < 2%
Oct-2023,Bangalore,"Clark, Thomas and Rodriguez",Active,West,10266,4982383.08,914249.39,4113500.28,1865162.86,2182488.51,874621.09,28298.24,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,1268239.1199999996,53.05672447893938,30.831142182394593,0.687935774250148,INR 35 to 45 lacs,Var < 2%
Nov-2023,Bangalore,"Clark, Thomas and Rodriguez",Active,West,8987,3864562.08,1134292.66,2819192.13,879420.99,1889418.75,309350.11,17453.32,INR 20 to 30 lacs,0% to 10%,EBITDA -ve,0% to 10%,755126.0900000001,67.01986465888723,26.78519431025796,0.619089412682207,INR 25 to 35 lacs,Var < 2%
Dec-2023,Bangalore,"Clark, Thomas and Rodriguez",Active,West,10186,3077705.54,586504.61,2505947.54,774184.37,1637750.59,400846.59,18336.45,More than 40 lacs,0% to 10%,EBITDA -ve,0% to 10%,1051245.98,65.35454409392784,41.95003938510221,0.7317172329952286,INR 25 to 35 lacs,Var < 2%
Jan-2024,Bangalore,"Clark, Thomas and Rodriguez",Active,West,13542,6700574.79,1821048.46,4973690.69,1480577.27,3368412.89,1865226.43,12425.91,INR 20 to 30 lacs,More than 30%,EBITDA +ve,10% to 20%,1547364.4300000002,67.72461538013333,31.110990337841056,0.24983278564111913,Above INR 45 lacs,Var < 2%
Feb-2024,Bangalore,"Clark, Thomas and Rodriguez",Active,West,9665,4190401.58,804831.67,3479325.97,1347776.09,2020766.71,593823.7,13867.65,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1215935.04,58.07925809262419,34.947430924386765,0.39857288795507706,INR 25 to 35 lacs,Var < 2%
Mar-2024,Bangalore,"Clark, Thomas and Rodriguez",Active,West,13948,6241941.75,1281219.29,5022266.53,2177672.92,2735053.08,1438095.21,29100.41,INR 30 to 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1453833.79,54.458541052380184,28.94776255532579,0.5794278305655753,Above INR 45 lacs,Var < 2%
Oct-2023,Ahmedabad,Mosley PLC,Active,East,11434,4919382.66,1382419.54,3652312.81,1249420.5,2336661.72,938744.57,27075.66,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,More than 20%,954242.1800000002,63.977590134181305,26.127066043940527,0.7413291634239839,INR 35 to 45 lacs,Var < 2%
Nov-2023,Ahmedabad,Mosley PLC,Active,East,7529,3444413.55,661982.95,2882555.04,981952.59,1807065.33,539812.82,21406.42,More than 40 lacs,10% to 20%,EBITDA -ve,More than 20%,1145082.3800000001,62.68970773928396,39.72456255336586,0.7426196448273195,INR 25 to 35 lacs,Var < 2%
Dec-2023,Ahmedabad,Mosley PLC,Active,East,10953,3579930.88,781776.5,2839480.33,1099630.45,1686152.19,557127.0,29495.42,INR 30 to 40 lacs,More than 30%,EBITDA -ve,10% to 20%,904375.69,59.38242192366234,31.850042433644887,1.0387612017724384,INR 25 to 35 lacs,Var < 2%
Jan-2024,Ahmedabad,Mosley PLC,Active,East,13223,5337764.48,1216683.77,4217918.06,1703987.17,2417201.44,1051220.84,19164.35,More than 40 lacs,More than 30%,EBITDA -ve,10% to 20%,1200517.67,57.30792788326477,28.462327928674842,0.45435567328209314,INR 35 to 45 lacs,Var < 2%
Feb-2024,Ahmedabad,Mosley PLC,Active,East,7369,3168477.49,612574.93,2649209.91,828100.93,1753371.63,357573.09,24852.43,INR 30 to 40 lacs,More than 30%,EBITDA +ve,10% to 20%,1140796.6999999997,66.18469995078645,43.0617708205689,0.9381072411887512,INR 25 to 35 lacs,Var < 2%
Mar-2024,Ahmedabad,Mosley PLC,Active,East,9544,3389385.93,754361.54,2713250.38,1055193.93,1520366.29,262042.83,15297.32,INR 20 to 30 lacs,10% to 20%,EBITDA +ve,10% to 20%,766004.75,56.034868776098726,28.231996414573434,0.5638005291645808,INR 25 to 35 lacs,Var < 2%
Oct-2023,Mumbai,Ballard-Johnson,Active,East,14452,6457674.32,1120812.4,5410179.06,1832110.1,3437014.0,2071176.92,10954.02,INR 20 to 30 lacs,10% to 20%,EBITDA -ve,10% to 20%,2316201.6,63.528655186506896,42.81192127493097,0.20247056296136715,Above INR 45 lacs,Var < 2%
Nov-2023,Mumbai,Ballard-Johnson,Active,East,10272,4538441.22,932792.25,3714643.13,1291591.23,2287249.47,967806.1,29517.91,INR 20 to 30 lacs,More than 30%,EBITDA +ve,More than 20%,1354457.2200000002,61.5738683355028,36.462647220703545,0.794636495807876,INR 35 to 45 lacs,Var < 2%
Dec-2023,Mumbai,Ballard-Johnson,Active,East,14665,5070279.04,1260669.36,3896820.1,1239605.43,2526473.66,1278822.06,12259.49,More than 40 lacs,10% to 20%,EBITDA +ve,0% to 10%,1265804.3,64.83423907611234,32.48300582313256,0.3146024113353347,INR 35 to 45 lacs,Var < 2%
Jan-2024,Mumbai,Ballard-Johnson,Active,East,10587,3373373.8,680763.52,2773357.92,1043741.52,1640326.45,270830.52,25985.59,More than 40 lacs,More than 30%,EBITDA +ve,0% to 10%,959562.9299999999,59.14586206745359,34.59931814354491,0.9369721020357877,INR 25 to 35 lacs,Var < 2%
Feb-2024,Mumbai,Ballard-Johnson,Active,East,11598,3488215.26,988876.04,2582029.92,1001779.16,1511173.58,208743.7,15140.64,INR 20 to 30 lacs,0% to 10%,EBITDA +ve,10% to 20%,522297.54000000004,58.526571218043834,20.22817535747223,0.5863851492472248,INR 25 to 35 lacs,Var < 2%
Mar-2024,Mumbai,Ballard-Johnson,Active,East,9749,3599579.78,1060815.49,2601358.01,836638.91,1644779.95,305373.16,16951.03,More than 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,583964.46,63.22774272811454,22.44844645585711,0.6516223424395168,INR 25 to 35 lacs,Var < 2%
Oct-2023,Mumbai,Edwards-Jackson,Active,South,14272,5132040.74,1395267.69,3885986.21,1613642.85,2177041.94,817295.2,28574.06,More than 40 lacs,More than 30%,EBITDA +ve,More than 20%,781774.25,56.02289412138701,20.117782404585526,0.7353103808363747,INR 35 to 45 lacs,Var < 2%
Nov-2023,Mumbai,Edwards-Jackson,Active,South,7009,3219973.83,557150.83,2767979.0,1273559.59,1398049.37,-19920.82,28011.35,INR 30 to 40 lacs,10% to 20%,EBITDA +ve,10% to 20%,840898.5400000002,50.50794713399199,30.379512994860153,1.0119784145761221,INR 25 to 35 lacs,Var < 2%
Dec-2023,Mumbai,Edwards-Jackson,Active,South,14932,5834256.02,1469778.12,4454014.15,1978037.9,2399635.67,963021.49,17592.32,INR 30 to 40 lacs,More than 30%,EBITDA +ve,More than 20%,929857.5499999998,53.87579808205144,20.876843195480188,0.3949767424964288,INR 35 to 45 lacs,Var < 2%
Jan-2024,Mumbai,Edwards-Jackson,Active,South,14630,6871664.57,1755523.34,5183072.27,1689235.2,3437208.95,1944639.36,27212.55,INR 30 to 40 lacs,0% to 10%,EBITDA +ve,10% to 20%,1681685.61,66.31605293051413,32.44572952867586,0.5250274081167693,Above INR 45 lacs,Var < 2%
Feb-2024,Mumbai,Edwards-Jackson,Active,South,11983,4384349.08,1242925.67,3234468.54,1104515.87,2052064.46,597447.27,28224.54,INR 30 to 40 lacs,0% to 10%,EBITDA -ve,10% to 20%,809138.79,63.44363640030952,25.016127997337083,0.8726175460034,INR 25 to 35 lacs,Var < 2%
